acc;site;main_class;sub_class_1;sub_class_all;protein_names;binding_sites;area_a2;alpha_seeds;beta_seeds;hydrophobicity;pdbs
Q5VYJ5;5;Receptors;Other_receptors;"Other_receptors;LDLR";MAM and LDL-receptor class A domain-containing protein 1;[1838, 96, 721, 1977, 421];[5062.913344261807, 800.2053428458958, 9565.418919000746, 1458.1973797298444, 568.2183118510063];[115, 5, 11, 25, 1];[255, 104, 133, 27, 69];[28.4, -8.8817, -59.2, -1.8, 0.89999];[]
Q9H8J5;1;Enzymes;Hydrolases;3.2.1;MANSC domain-containing protein 1;[16];[1813.0773097180486];[12];[41];[28.8];[]
A6NHS7;1;Unclassified;Unclassified;Unclassified;MANSC domain-containing protein 4;[118];[2281.890781872662];[0];[0];[29.0];[]
P35410;0;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor MRG;[];[];[];[];[];[]
P04201;0;Receptors;GPCR;"GPCR;Rhodopsin";Proto-oncogene Mas;[];[];[];[];[];[]
P41968;0;Receptors;GPCR;"GPCR;Rhodopsin";Melanocortin receptor 3;[];[];[];[];[];[]
P32245;0;Receptors;GPCR;"GPCR;Rhodopsin";Melanocortin receptor 4;[];[];[];[];[];['6W25', '7AUE', '7F53', '7F54', '7F55', '7F58', '7PIU', '7PIV']
P33032;0;Receptors;GPCR;"GPCR;Rhodopsin";Melanocortin receptor 5;[];[];[];[];[];[]
Q99705;1;Receptors;GPCR;"GPCR;Rhodopsin";Melanin-concentrating hormone receptor 1;[209];[920.2607243264125];[260];[788];[16.9];[]
Q969V1;0;Receptors;GPCR;"GPCR;Rhodopsin";Melanin-concentrating hormone receptor 2;[];[];[];[];[];[]
Q9GZU1;1;Transporters;Channels;"Channels;Voltage_gated_ion_channels;TRP_channels";Mucolipin-1;[327];[1279.2559467653466];[45];[118];[8.3];['5TJA', '5TJB', '5TJC', '5WJ5', '5WJ9', '6E7P', '6E7Y', '6E7Z', '7MGL']
P15529;3;Unclassified;Unclassified;Unclassified;Membrane cofactor protein;[247, 186, 99];[1696.3339813814, 879.8425834342, 2720.4588616430487];[420, 0, 9];[2846, 0, 140];[-5.3, 13.2999, -11.399];['1CKL', '2O39', '3INB', '3L89', '3O8E', '5FO8']
Q8NFP4;6;Unclassified;Unclassified;Unclassified;MAM domain-containing glycosylphosphatidylinositol anchor protein 1;[679, 93, 267, 154, 146, 386];[3792.4606443180464, 1570.4321347576472, 1010.5487397122761, 2125.577154809326, 540.5340931813447, 930.7982466480643];[8, 1897, 6, 39, 0, 337];[69, 6992, 834, 224, 406, 2263];[-20.9, -10.0, -0.8, -17.5, -2.4, -6.9];['5V5V', '5V5W', '5XEQ']
Q7Z553;6;Unclassified;Unclassified;Unclassified;MAM domain-containing glycosylphosphatidylinositol anchor protein 2;[704, 548, 63, 156, 5, 401];[1764.2327191972076, 3253.8671633394465, 992.1741072727519, 3192.3113398763317, 638.2839728959013, 660.4643927321351];[79, 217, 1, 23, 71, 0];[635, 670, 2, 618, 67, 0];[-1.1999, -14.6, -7.4, -38.099, -2.2, -4.8];[]
P08183;1;Transporters;Active_transporters;"Active_transporters;ABCB";ATP-dependent translocase ABCB1;[934];[2410.212042690625];[303];[838];[-2.1999];['6C0V', '6FN1', '6FN4', '6QEX', '7A65', '7A69', '7A6C', '7A6E', '7A6F', '7O9W']
P21439;4;Transporters;Active_transporters;"Active_transporters;ABCB";Phosphatidylcholine translocator ABCB4;[46, 827, 933, 962];[1444.2151592411733, 1080.381496264766, 2034.8244939914875, 1286.1465066522198];[327, 10, 147, 94];[144, 0, 361, 406];[21.3, -4.6, 15.2999, -1.2];['6S7P', '7NIU', '7NIV', '7NIW']
Q96KG7;8;Receptors;SCAR;"SCAR;Class_F";Multiple epidermal growth factor-like domains protein 10;[341, 463, 599, 650, 728, 85, 766, 12];[1771.6810087428305, 2196.3989312712797, 2178.1513200162062, 614.1765156399935, 1135.5823819958978, 4820.462870475737, 1632.8910691459337, 1047.4050514521127];[370, 5, 23, 95, 237, 0, 283, 4];[375, 207, 241, 529, 498, 12, 1048, 257];[19.5999, 1.99999, -10.1, 3.4, -20.2, -55.6, 9.1, 25.0];[]
A6BM72;5;Receptors;SCAR;"SCAR;Class_F";Multiple epidermal growth factor-like domains protein 11;[40, 733, 101, 644, 156];[5051.115306369268, 1289.4184172232922, 1551.5280857783516, 3305.720895416199, 2505.385040727347];[15, 8, 11, 5, 25];[164, 581, 426, 30, 89];[-53.1, 14.1, -2.5, 6.29999, -15.6];[]
Q7Z7M0;7;Unclassified;Unclassified;Unclassified;Multiple epidermal growth factor-like domains protein 8;[836, 1342, 1241, 1187, 411, 77, 1032];[1086.7773522714356, 3864.0071202705208, 1471.6684126731543, 925.4538545529851, 968.9387328664241, 1930.3048699593894, 2244.3460347056503];[6, 85, 356, 2, 12, 11, 60];[27, 236, 2688, 110, 92, 56, 340];[-1.9, -0.8999, -9.9, -21.2, -23.9, -25.8, 1.59999];[]
Q9H1U4;3;Unclassified;Unclassified;Unclassified;Multiple epidermal growth factor-like domains protein 9;[210, 285, 420];[1763.3691690684159, 693.3510500510469, 687.6449869498601];[4, 13, 14];[114, 306, 1125];[3.69999, -0.5, -5.9];[]
Q16819;2;Enzymes;Hydrolases;3.4.24;Meprin A subunit alpha;[715, 60];[4332.709667054899, 1101.2818140573982];[2, 14];[111, 112];[64.1, -7.1];['7UAB', '7UAC', '7UAE', '7UAF', '7UAI']
Q16820;2;Enzymes;Hydrolases;3.4.24;Meprin A subunit beta;[206, 332];[1125.296962788423, 785.4571167410713];[47, 0];[171, 2];[-13.4, -10.5];['4GWM', '4GWN', '7AQ1', '7AUW']
Q9H9K5;1;Miscellaneous;Other;"Other;HERV1";Endogenous retroviral envelope protein HEMO;[323];[2896.3242487636444];[315];[161];[26.5999];[]
Q12866;4;Receptors;Kinase;"Kinase;Axl";Tyrosine-protein kinase Mer;[778, 596, 306, 392];[1097.495613133405, 6523.636991121177, 964.5920873270685, 793.016331656931];[1, 0, 49, 0];[51, 0, 386, 1];[-6.2, -15.7, 0.19999, 6.19999];['2DBJ', '2P0C', '3BPR', '3BRB', '3TCP', '4M3Q', '4MH7', '4MHA', '5K0K', '5K0X', '5TC0', '5TD2', '5U6C', '6MEP', '7AAX', '7AAY', '7AAZ', '7AB0', '7AB1', '7AB2', '7AVX', '7AVY', '7AVZ', '7AW0', '7AW1', '7AW2', '7AW3', '7AW4', '7CQE', '7DXL', '7M5Z', '7OAM', '7OLS', '7OLV', '7OLX', '7XHY']
P08581;3;Receptors;Kinase;"Kinase;Other";Hepatocyte growth factor receptor;[824, 562, 1204];[3698.814227600401, 734.7576290763053, 2042.8190715929834];[5, 87, 996];[46, 4898, 746];[-2.5, -0.1, -0.6999];['1FYR', '1R0P', '1R1W', '1SHY', '1SSL', '2G15', '2RFN', '2RFS', '2UZX', '2UZY', '2WD1', '2WGJ', '2WKM', '3A4P', '3BUX', '3C1X', '3CCN', '3CD8', '3CE3', '3CTH', '3CTJ', '3DKC', '3DKF', '3DKG', '3EFJ', '3EFK', '3F66', '3F82', '3I5N', '3L8V', '3LQ8', '3Q6U', '3Q6W', '3QTI', '3R7O', '3RHK', '3U6H', '3U6I', '3VW8', '3ZBX', '3ZC5', '3ZCL', '3ZXZ', '3ZZE', '4AOI', '4AP7', '4DEG', '4DEH', '4DEI', '4EEV', '4GG5', '4GG7', '4IWD', '4K3J', '4KNB', '4MXC', '4O3T', '4O3U', '4R1V', '4R1Y', '4XMO', '4XYF', '5DG5', '5EOB', '5EYC', '5EYD', '5HLW', '5HNI', '5HO6', '5HOA', '5HOR', '5HTI', '5LSP', '5T3Q', '5UAB', '5UAD', '5YA5', '6GCU', '6I04', '6SD9', '6SDC', '6SDD', '6SDE', '6UBW', '6WVZ', '7B3Q', '7B3T', '7B3V', '7B3W', '7B3Z', '7B40', '7B41', '7B42', '7B43', '7B44', '7MO7', '7MO8', '7MO9', '7MOA', '7MOB', '7V3R', '7V3S', '7Y4T', '7Y4U', '8AN8', '8ANS', '8GVJ']
O75121;1;Unclassified;Unclassified;Unclassified;Microfibrillar-associated protein 3-like;[230];[2050.9616143299545];[1];[77];[8.3];[]
P55082;1;Unclassified;Unclassified;Unclassified;Microfibril-associated glycoprotein 3;[228];[1194.705216481733];[3];[107];[8.79999];[]
Q9BY79;2;Unclassified;Unclassified;Unclassified;Membrane frizzled-related protein;[277, 523];[4414.823723777256, 1851.02270691113];[1140, 3869];[3050, 1737];[-7.0, 41.0999];[]
O43934;0;Unclassified;Unclassified;Unclassified;UNC93-like protein MFSD11;[];[];[];[];[];[]
Q6NUT3;0;Unclassified;Unclassified;Unclassified;Major facilitator superfamily domain-containing protein 12;[];[];[];[];[];[]
A6NFX1;0;Unclassified;Unclassified;Unclassified;Sphingosine-1-phosphate transporter MFSD2B;[];[];[];[];[];[]
Q8IWD5;1;Unclassified;Unclassified;Unclassified;Major facilitator superfamily domain-containing protein 6-like;[25];[6754.222328801242];[217];[1323];[206.0];[]
Q6N075;1;Unclassified;Unclassified;Unclassified;Molybdate-anion transporter;[109];[823.0422004063519];[391];[852];[20.4];[]
Q6ZSS7;0;Unclassified;Unclassified;Unclassified;Major facilitator superfamily domain-containing protein 6;[];[];[];[];[];[]
Q8NHS3;0;Transporters;SLC;"SLC;MFS;SLC18";Major facilitator superfamily domain-containing protein 8;[];[];[];[];[];[]
Q29983;2;Miscellaneous;Ligand;"Ligand;MHC";MHC class I polypeptide-related sequence A;[34, 234];[1184.8865758864308, 2141.322351767985];[272, 0];[299, 0];[-6.9, -13.599];['1B3J', '1HYR', '7FI5', '7FI6', '7FI7', '7FI8', '7FI9']
Q29980;2;Miscellaneous;Ligand;"Ligand;MHC";MHC class I polypeptide-related sequence B;[32, 266];[2041.567476593831, 980.9473738220347];[455, 148];[1205, 635];[-39.6, -1.7];['1JE6', '2WY3']
Q7Z6M3;2;Miscellaneous;Unknown_function;"Unknown_function;IG_Unknown_function";Allergin-1;[132, 202];[1275.510276265094, 1388.6134295585002];[2, 0];[225, 2];[26.4, 2.69999];[]
P30301;0;Transporters;Channels;"Channels;Aquaporins";Lens fiber major intrinsic protein;[];[];[];[];[];[]
Q5HYA8;1;Unclassified;Unclassified;Unclassified;Meckelin;[910];[1958.6129468739027];[8];[73];[17.2999];['7FH1']
Q495T6;3;Enzymes;Hydrolases;3.4.24;Membrane metallo-endopeptidase-like 1;[195, 652, 132];[1431.252211035667, 577.5482602557506, 1244.3129037366402];[743, 0, 3];[558, 0, 26];[-8.9, -9.6, -9.0];[]
P50281;2;Enzymes;Hydrolases;3.4.24;Matrix metalloproteinase-14;[203, 161];[1124.7933383364864, 1295.024414780698];[901, 2];[767, 47];[-1.8, -18.2];['1BQQ', '1BUV', '2MQS', '3C7X', '3MA2', '3X23', '4P3C', '4P3D', '4QXU', '5H0U', '6CLZ', '6CM1']
P51512;2;Enzymes;Hydrolases;3.4.24;Matrix metalloproteinase-16;[25, 356];[1339.7007711968313, 1961.9052196195814];[0, 6];[319, 21];[25.3, -29.099];['1RM8']
Q9ULZ9;1;Unmatched;Unmatched;Unmatched;Matrix metalloproteinase-17;[165];[5275.267942202901];[570];[1278];[-30.099];[]
Q9NPA2;4;Unmatched;Unmatched;Unmatched;Matrix metalloproteinase-25;[144, 39, 352, 7];[1290.0477053813722, 3584.3980049330785, 815.3798171391518, 1262.9287794638842];[37, 60, 3, 0];[253, 68, 4, 5];[-4.6999, -12.1, -13.299, 13.8];[]
Q8TD46;1;Receptors;IG;"IG;OtherMisc";Cell surface glycoprotein CD200 receptor 1;[148];[2926.870031704687];[165];[1115];[2.7];[]
Q6Q8B3;1;Receptors;IG;"IG;OtherMisc";Cell surface glycoprotein CD200 receptor 2;[68];[1950.8177246580785];[73];[550];[-20.599];[]
Q16653;3;Unclassified;Unclassified;Unclassified;Myelin-oligodendrocyte glycoprotein;[21, 235, 183];[1413.9829537890723, 2775.8899369099727, 1836.5661447168607];[11, 8, 1];[89, 210, 2];[27.7, -2.1, -7.3999];[]
Q6ZSM3;1;Transporters;SLC;"SLC;MFS;SLC16";Monocarboxylate transporter 12;[205];[933.9326640591738];[27];[186];[27.0];[]
P53985;0;Transporters;SLC;"SLC;MFS;SLC16";Monocarboxylate transporter 1;[];[];[];[];[];['6LYY', '6LZ0', '7CKO', '7CKR', '7DA5', '7YR5']
O60669;0;Transporters;SLC;"SLC;MFS;SLC16";Monocarboxylate transporter 2;[];[];[];[];[];['7BP3']
O95907;0;Transporters;SLC;"SLC;MFS;SLC16";Monocarboxylate transporter 3;[];[];[];[];[];[]
O15374;0;Transporters;SLC;"SLC;MFS;SLC16";Monocarboxylate transporter 5;[];[];[];[];[];[]
O15375;0;Transporters;SLC;"SLC;MFS;SLC16";Monocarboxylate transporter 6;[];[];[];[];[];[]
O15403;0;Transporters;SLC;"SLC;MFS;SLC16";Monocarboxylate transporter 7;[];[];[];[];[];[]
Q2M385;4;Unclassified;Unclassified;Unclassified;Macrophage-expressed gene 1 protein;[442, 338, 595, 277];[633.4195463451208, 2969.099436509524, 2023.3710616634835, 1029.553629937242];[1, 40, 130, 39];[95, 74, 577, 53];[13.8999, -1.7, 0.69999, 13.4];['6U23', '6U2J', '6U2K', '6U2L', '6U2W']
P20645;1;Unclassified;Unclassified;Unclassified;Cation-dependent mannose-6-phosphate receptor;[140];[1453.7153742107234];[3399];[3067];[0.6];['1JUQ']
P11717;7;Unclassified;Unclassified;Unclassified;Cation-independent mannose-6-phosphate receptor;[1773, 787, 1348, 1128, 868, 191, 362];[7429.973866526122, 1646.4770998944027, 752.5435037814899, 1352.517111745171, 807.0637111043437, 3561.050929454622, 946.3522330908929];[43, 34, 6, 31, 2, 95, 145];[38, 175, 33, 388, 99, 296, 1650];[-55.7, -26.1, -8.3, -5.8, -0.2, -0.3, 5.3];['1E6F', '1GP0', '1GP3', '1GQB', '1JPL', '1JWG', '1LF8', '2CNJ', '2L29', '2L2A', '2M68', '2M6T', '2V5N', '2V5O', '2V5P', '5IEI', '6N5X', '6N5Y', '6P8I', '6V02', '6Z30', '6Z31', '6Z32']
O95297;2;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_MPZ";Myelin protein zero-like protein 1;[73, 24];[1189.1242353102725, 945.8086599916329];[0, 0];[0, 20];[12.2999, 15.6];['6IGO', '6IGT', '6IGW']
O60487;2;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_MPZ";Myelin protein zero-like protein 2;[14, 63];[1084.4227091850228, 1168.2475764252788];[0, 58];[46, 675];[22.1, -8.7];[]
Q6UWV2;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_MPZ";Myelin protein zero-like protein 3;[];[];[];[];[];[]
P22897;4;Receptors;SCAR;"SCAR;MacrophageMannoseR";Macrophage mannose receptor 1;[403, 750, 898, 1269];[1494.0803795234858, 2651.109949144307, 984.9486380949681, 1984.9617947403165];[0, 0, 597, 750];[0, 0, 617, 1860];[-12.4, -48.499, -4.7, -19.4];['1EGG', '1EGI', '5XTS', '5XTW', '6INN', '6INO', '6INU', '6INV', '6IOE', '7JUB', '7JUC', '7JUD', '7JUE', '7JUF', '7JUG', '7JUH', '7L61', '7L62', '7L63', '7L64', '7L65', '7L66', '7L67', '7L68']
Q9UBG0;5;Receptors;SCAR;"SCAR;MacrophageMannoseR";C-type mannose receptor 2;[566, 173, 468, 1341, 1022];[941.494593931648, 3555.860126333719, 2921.352464162716, 927.623686664159, 1737.906948462015];[79, 0, 1, 0, 120];[110, 0, 2, 0, 182];[0.4, -28.5, -62.9, -5.1, 2.99999];['5AO5', '5AO6', '5E4K', '5E4L', '5EW6']
Q8TDS7;0;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor member D;[];[];[];[];[];['7Y12', '7Y13', '7Y14', '7Y15']
Q86SM8;0;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor member E;[];[];[];[];[];[]
Q96AM1;0;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor member F;[];[];[];[];[];[]
Q86SM5;0;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor member G;[];[];[];[];[];[]
Q96LB2;0;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor member X1;[];[];[];[];[];['8DWC', '8DWG', '8DWH']
Q96LB1;1;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor member X2;[296];[1139.792504002653];[2];[25];[15.0999];['7S8L', '7S8M', '7S8N', '7S8O', '7VDH', '7VDL', '7VDM', '7VUY', '7VUZ', '7VV0', '7VV3', '7VV4', '7VV5', '7VV6']
Q96LB0;0;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor member X3;[];[];[];[];[];[]
Q96LA9;0;Receptors;GPCR;"GPCR;Rhodopsin";Mas-related G-protein coupled receptor member X4;[];[];[];[];[];['7S8P']
P33527;2;Transporters;Active_transporters;"Active_transporters;ABCC";Multidrug resistance-associated protein 1;[125, 157];[2909.773174203095, 952.3212591327134];[14, 146];[91, 192];[35.9999, 10.8999];['2CBZ', '4C3Z']
Q92887;1;Transporters;Active_transporters;"Active_transporters;ABCC";ATP-binding cassette sub-family C member 2;[315];[914.7154254418817];[3];[28];[22.0];[]
O15438;2;Transporters;Active_transporters;"Active_transporters;ABCC";ATP-binding cassette sub-family C member 3;[420, 530];[924.0445981447363, 965.9749698710654];[52, 74];[111, 626];[38.3, 4.5];[]
O15439;1;Transporters;Active_transporters;"Active_transporters;ABCC";ATP-binding cassette sub-family C member 4;[158];[996.1990304533236];[4];[4];[19.0];[]
O15440;2;Transporters;Active_transporters;"Active_transporters;ABCC";ATP-binding cassette sub-family C member 5;[172, 419];[1483.1650903815132, 928.718589881577];[104, 38];[421, 189];[35.4, 14.9];[]
Q5T3U5;0;Transporters;Active_transporters;"Active_transporters;ABCC";ATP-binding cassette sub-family C member 10;[];[];[];[];[];[]
Q96J65;0;Transporters;Active_transporters;"Active_transporters;ABCC";ATP-binding cassette sub-family C member 12;[];[];[];[];[];[]
Q01726;0;Receptors;GPCR;"GPCR;Rhodopsin";Melanocyte-stimulating hormone receptor;[];[];[];[];[];['7F4D', '7F4F', '7F4H', '7F4I']
Q96KJ4;5;Unmatched;Unmatched;Unmatched;Mesothelin-like protein;[460, 277, 83, 573, 212];[2466.5638761007103, 759.980157798765, 1468.2514458486944, 889.3053707875684, 794.2465948541146];[47, 177, 1, 169, 26];[168, 431, 88, 583, 1209];[21.1, 2.22044, -19.9, -20.2, -4.1999];[]
Q13421;4;Unmatched;Unmatched;Unmatched;Mesothelin;[538, 170, 250, 377];[2095.0947854977726, 1084.2272323087993, 2803.2501061151806, 2691.3944753860055];[137, 5, 3822, 8];[1237, 59, 1039, 25];[-33.799, -5.8, -3.9999, -16.9];['4F3F', '7U8C', '7U9J', '7UED', '8CX3']
P21757;2;Receptors;SCAR;"SCAR;Class_A";Macrophage scavenger receptor types I and II;[208, 122];[10348.498897300607, 1490.765805348476];[6, 0];[225, 49];[-34.6, 3.89999];['7DPX']
O43193;1;Receptors;GPCR;"GPCR;Rhodopsin";Motilin receptor;[137];[1126.3296159291858];[1554];[888];[10.3];[]
P48039;0;Receptors;GPCR;"GPCR;Rhodopsin";Melatonin receptor type 1A;[];[];[];[];[];['6ME2', '6ME3', '6ME4', '6ME5', '7DB6', '7VGY', '7VGZ']
P49286;0;Receptors;GPCR;"GPCR;Rhodopsin";Melatonin receptor type 1B;[];[];[];[];[];['6ME6', '6ME7', '6ME8', '6ME9', '7VH0']
Q13585;2;Receptors;GPCR;"GPCR;Rhodopsin";Melatonin-related receptor;[322, 84];[1060.9123484587692, 1560.1843370918264];[19, 11];[70, 90];[14.7999, 37.5999];[]
Q9UKN1;0;Unclassified;Unclassified;Unclassified;Mucin-12;[];[];[];[];[];[]
Q9H3R2;1;Unclassified;Unclassified;Unclassified;Mucin-13;[412];[7682.2629552311555];[2];[100];[103.2];[]
Q8N387;1;Unclassified;Unclassified;Unclassified;Mucin-15;[14];[2607.9229403565423];[0];[0];[55.1999];[]
Q685J3;3;Unclassified;Unclassified;Unclassified;Mucin-17;[885, 818, 815];[2497.0887150907292, 3057.395643367917, 4674.436601874599];[28, 156, 12];[27, 531, 105];[18.8, 31.7999, 69.1999];[]
P43121;2;Unclassified;Unclassified;Unclassified;Cell surface glycoprotein MUC18;[247, 450];[2240.7489111172904, 1452.5064428155085];[8, 398];[28, 3754];[-10.2, 13.1];['6LYN']
P15941;1;Unclassified;Unclassified;Unclassified;Mucin-1;[1089];[1947.8846018873664];[236];[353];[2.69999];['1SM3', '2ACM', '2FO4', '5T6P', '5T78', '6FZQ', '6FZR', '6KX1', '6TGG', '7Q4I', '7V4W', '7V64', '7V7K', '7V8Q', '7VAC', '7VAZ']
Q5SSG8;0;Unclassified;Unclassified;Unclassified;Mucin-21;[];[];[];[];[];[]
E2RYF6;8;Unmatched;Unmatched;Unmatched;Mucin-22;[1359, 1037, 748, 697, 570, 559, 442, 390];[1757.5754516536833, 1322.9260239049693, 1394.3540113937822, 912.4697684709821, 1591.8395676607201, 1238.677817358368, 635.649883203697, 2009.6161218285158];[1, 0, 129, 294, 1012, 1093, 90, 35];[1, 0, 167, 195, 2818, 2167, 181, 778];[3.09999, 9.99999, -1.9999, 10.6, -4.5, 18.0, 4.2, 13.8];[]
Q04900;1;Unclassified;Unclassified;Unclassified;Sialomucin core protein 24;[12];[2249.684996887501];[0];[87];[26.4];[]
Q02505;1;Unclassified;Unclassified;Unclassified;Mucin-3A;[7];[1876.3020557970153];[0];[2];[21.7];[]
Q9H195;4;Unclassified;Unclassified;Unclassified;Mucin-3B;[1119, 1080, 120, 7];[5451.837666639411, 1266.9145296990223, 1038.8738820683643, 1115.7494300035964];[43, 12, 315, 1];[77, 39, 1076, 1];[44.0999, -3.5, 29.3, 20.3];[]
Q99102;5;Unclassified;Unclassified;Unclassified;Mucin-4;[1100, 1398, 1838, 1903, 1914];[2009.9333839014344, 1315.1408858137122, 1055.6073232345962, 780.0774302100074, 707.1209221473923];[38, 30, 0, 3, 10];[56, 16, 10, 102, 83];[-18.1, -10.1, -6.8, -2.1, -6.8999];[]
Q9ULC0;0;Unclassified;Unclassified;Unclassified;Endomucin;[];[];[];[];[];[]
O15146;4;Receptors;Kinase;"Kinase;Other";Muscle, skeletal receptor tyrosine-protein kinase;[400, 807, 743, 604];[966.037413873192, 4720.388987899414, 1444.2642223857015, 781.3123476185295];[41, 1, 0, 5];[111, 54, 0, 34];[12.0, -40.0, -3.4, -4.8];[]
Q9BRK3;3;Unclassified;Unclassified;Unclassified;Matrix remodeling-associated protein 8;[72, 184, 9];[1112.7870244865446, 2198.7584224945035, 1331.476585835962];[2614, 76, 1];[3118, 623, 80];[-19.9, 10.9999, 9.3];['6JO8']
Q96S97;0;Miscellaneous;Other;"Other;MAL";Myeloid-associated differentiation marker;[];[];[];[];[];[]
Q96QE2;1;Transporters;SLC;"SLC;MFS;SLC2";Proton myo-inositol cotransporter;[323];[1198.3358891768264];[563];[912];[17.2];[]
Q9NZM1;9;Miscellaneous;Other;"Other;Ferlin";Myoferlin;[1877, 1646, 1359, 542, 1232, 244, 1284, 1061, 1017];[2052.3580716570223, 1849.1895294201179, 1206.5814063396647, 2139.840955083986, 2429.0569444008247, 1707.7269089620017, 944.3548007247218, 4501.571241812711, 1144.5917715946923];[1271, 0, 67, 1, 550, 0, 2, 0, 74];[1514, 0, 1487, 8, 803, 0, 118, 0, 278];[-21.7, 6.19999, 22.2, 26.8, -7.0, -25.799, -5.8999, -28.9, 3.3];['2DMH', '2K2O', '6EEL']
P25189;0;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_MPZ";Myelin protein P0;[];[];[];[];[];['3OAI']
P60201;0;Unclassified;Unclassified;Unclassified;Myelin proteolipid protein;[];[];[];[];[];['2XPG']
P32418;2;Transporters;SLC;"SLC;Other;SLC8";Sodium/calcium exchanger 1;[127, 749];[1185.5655089654565, 752.1391691714443];[27, 9];[90, 123];[3.9, 12.5];[]
Q9UPR5;2;Transporters;SLC;"SLC;Other;SLC8";Sodium/calcium exchanger 2;[122, 695];[1192.714377581625, 1346.9231375670563];[322, 9];[77, 315];[4.5, 13.6];[]
P57103;1;Transporters;SLC;"SLC;Other;SLC8";Sodium/calcium exchanger 3;[126];[904.6033756067712];[20];[70];[3.59999];[]
Q9UK23;2;Enzymes;Hydrolases;3.1.4;N-acetylglucosamine-1-phosphodiester alpha-N-acetylglucosaminidase;[301, 141];[2156.327916974742, 1240.7528199135168];[0, 0];[17, 0];[-2.1, -2.9];[]
Q8IZF0;3;Unclassified;Unclassified;Unclassified;Sodium leak channel NALCN;[1576, 171, 1063];[1000.4659726235049, 1215.2394029823913, 741.4154783962464];[15, 10, 1];[116, 14, 102];[5.89999, 35.5, 18.0];['6XIW', '7CM3', '7SX3', '7SX4', '7WJI']
Q9UQQ1;2;Unmatched;Unmatched;Unmatched;Aminopeptidase NAALADL1;[435, 272];[4046.6661045417695, 709.6386565561305];[455, 1748];[1046, 3571];[-40.6, 7.59999];['4TWE']
P52961;2;Enzymes;Transferases;2.4.2;GPI-linked NAD(P)(+)--arginine ADP-ribosyltransferase 1;[227, 311];[2693.5082630356433, 1678.2723446544003];[0, 1];[1, 385];[-19.2, 35.6];[]
Q13508;3;Enzymes;Transferases;2.4.2;Ecto-ADP-ribosyltransferase 3;[136, 13, 86];[1028.3784415742325, 1809.1856133370459, 734.0790838482244];[90, 1, 0];[222, 57, 57];[-7.9, 33.6, 12.5999];[]
Q93070;2;Unmatched;Unmatched;Unmatched;Ecto-ADP-ribosyltransferase 4;[231, 55];[1715.281081815578, 922.9254542432628];[187, 387];[1354, 697];[-7.5, 4.89999];[]
P13591;3;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_AdhesionProteins";Neural cell adhesion molecule 1;[150, 38, 437];[2137.7155319060016, 865.3363763189855, 4690.492855291061];[3018, 45, 17];[4058, 5253, 394];[16.2999, 5.2, -14.499];['2E3V', '2HAZ', '2VKW', '2VKX', '3MTR', '5AEA', '5LKN']
O15394;3;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_AdhesionProteins";Neural cell adhesion molecule 2;[491, 507, 349];[805.8109525523566, 796.8147498856881, 790.0578046493283];[394, 60, 0];[2132, 1547, 29];[0.99999, 1.89999, -6.5];['2DOC', '2JLL', '2KBG', '2V5T', '2VAJ', '2WIM', '2XY1', '2XY2', '2XYC']
O00533;8;Miscellaneous;StructuralAndAdhesion;"StructuralAndAdhesion;IG_AdhesionProteins";Neural cell adhesion molecule L1-like protein;[868, 151, 569, 214, 938, 441, 68, 419];[1255.8280043648817, 1415.1387496048376, 1153.7704581309304, 2290.8177531456686, 1235.6808931072214, 741.7026820209358, 1396.2153080782975, 1670.4685897177885];[95, 35, 0, 11, 111, 63, 47, 1];[617, 608, 0, 119, 3392, 88, 73, 0];[1.59999, -6.9, 0.99999, 7.8, -5.6, -10.4, 1.59999, 12.5];[]
Q9UI40;1;Transporters;SLC;"SLC;Other;SLC24";Sodium/potassium/calcium exchanger 2;[477];[1919.1654029712715];[129];[33];[28.1];[]
Q9HC58;2;Transporters;SLC;"SLC;Other;SLC24";Sodium/potassium/calcium exchanger 3;[453, 32];[1749.904923516641, 2317.600994070356];[1, 2];[14, 5];[4.69999, 42.5];[]
Q8NFF2;1;Transporters;SLC;"SLC;Other;SLC24";Sodium/potassium/calcium exchanger 4;[26];[5267.486294770147];[0];[3];[138.699];[]
Q71RS6;0;Transporters;SLC;"SLC;Other;SLC24";Sodium/potassium/calcium exchanger 5;[];[];[];[];[];[]
